651cdcb05c37c9855749fe6a1ae307d211b245ea	10.1093/intqhc/mzp039	19734175
c8afcbaecf3c59988aef1a5cca52dafe3b0b5a38	10.1002/14651858.CD003318.pub3	21735392
4c7caaf1bacfd597eac096f6a1a476eddd3ce3ed	10.1136/bmj.39570.749884.BE	18577559
122e521f77b2dfeb95601e7b580f9ebad4b30f2e		18402514
be72dc49cd806f7d20770876bdde2cadca2b2faf	10.2471/BLT.06.035659	18038064
5f0f3351c4e4dc583258f709b708947b0d12d0ce	10.1186/1475-9276-6-17	17988396
dc4758f4d18d06dbbc543436eba867ded24dfd0a	10.1001/jama.298.16.1900	17954541
bc5270452dcf62472fbbb542d541a418ad75f1c6	10.2196/jmir.9.4.e29	17951213
c984e45be4ee52cf2b1042dae71ebe8769c544f9	10.1097/ANS.0b013e3181b0d6d6	19707085
6c859b2af393adb51ffc871d6bc6bbc6121e9b75	10.1097/HJH.0b013e32832d50ef	19474761
cff86d39ec63c0249add15c25b3ed8513093498c	10.1001/archinte.167.1.10	17210873
6c0f1095f0ed7b77dfbee6001957bb75d37074b4	10.1157/13098274	17286919
ec5acac8bb56b98cce7478c20da349b265022467	10.1016/j.amepre.2007.01.011	17478270
3af48117d07ddf2b208cd5a7643054feaa4db928	10.1258/1355819011927198	11219360
f936c10d5d9a783eeef1dc94557fedb34b06e1e1		16908917
34fd44fd022834dec5348f9078b3637b1492bbbf		12633528
a85792780ddc4da883a242334057408394d6b042	10.1177/1077558706287003	16651394
286cde5b17b97891c79337edab6d7a20921dd9ae	10.2196/jmir.8.2.e10	16867965
29fb71f1c4f8159f7d56d0a07917b9a3d20508a6	10.1136/bmj.320.7248.1517	10834899
7d68635360e409269c2186e94b56f0299521a266	10.1186/1472-6947-6-26	16787539
f4859fe288ade4a8a0c56c1978985aaffd9a2a03	10.1111/j.1464-5491.2006.01845.x	16681564
09231bb3689f65f2c926bf2a137b2c1516c18a3c	10.1157/13085953	16545267
ad70159bee241e104ee108491002295d8bd60dbb	10.1136/qshc.2004.012153	16456206
67be253eb44d0308dd6b329e358c7b86869053fe	10.1017/S0033291705005568	16356292
bdb939e5948d9aa9e446ae0b9db6cba4252ee05d	10.1093/eurheartj/ehi656	16299021
c9fc0938d6ca9952b342ea686815eac7a9a588b4	10.1136/bmj.38512.664167.8F	16093253
027299862f27e0e8e20e96d0b9e104816b4b8976	10.1111/j.1365-2524.2005.00551.x	15819742
00d48fced89dfe1d18b307492b9e6f230acdeb92	10.1002/14651858.CD008741.pub2	21678382
a9aee5d957af4a59e2c74820187ef4c087f3b3c7	10.1192/bjp.bp.106.023655	17139031
20e7174e41cde65e0282fd3e2c79daa4a5a48266	10.1136/amiajnl-2010-000019	21659445
eccb15668ad2d5b89a4433abe103649541ab38d7	10.1186/1472-6947-9-11	19210782
da8b2e71ffd731caddb14f60cc295fbabcb292b8	10.1136/qshc.2007.023804	18678729
f36a66e219dc9bddb5e1b7e9c41a0a01a23709af	10.1016/j.diabres.2009.05.007	19539391
1fe0bb394e5a995d6ec20a6cf7e0727711922fb4	10.1111/j.1600-0447.2007.01016.x	17498153
c3577cfb4cebbc34ecc25650e44e85b2e6d26d07	10.1093/qjmed/hch054	15100420
5816d2fa8176aba4ee439f99dfcb9aaedf1044de		21710086
542698eb5a8fabe77de75e281ab1f710095c2563		20528701
091ec51588c764d3f6aafb637ae5cb43998d7f01		8620266
3d4b2a2daffc326d821648c76898adfb07355ea5	10.1002/14651858.CD009094	21491414
709078d662727012abdcec7e99890e00a0d733ad	10.1093/heapol/czp053	19959485
fcd98a3a601d51100489e433eed1c3294ba12714	10.1136/hrt.2004.048389	15958358
f749dcfbe6a767ff4fb29a81a368b9f6910535b1	10.1089/tmj.2009.0179	20583951
de116a2a4198767f4366747517ab848b47129703	10.1016/S0002-9343%2800%2900743-9	11286953
7ef15a0fced1250035788c5efea74954d056267e		15603680
f8567665581e52f9e2ee7d46654ce9ad07902199		15581440
83c29f18fc7e42817d3b09510755fd7cb61ecf09		15446754
96ec2e959c43a70e4701904392677b291037000f	10.1093/intqhc/mzh064	15375102
5a876aad82cdb087aa12822a26e68e2311de17d2	10.1016/j.ehj.2004.06.023	15351158
3345827e1adaa06b1098226a1625dab5229a3d56	10.1016/j.ehj.2004.04.022	15351157
f42cdfbdbd99e00cae5d0ad7dbd8b23f1d5a708c	10.1111/j.1365-2702.2004.00949.x	15317512
4812bcb73af282d962d887925d1ac6359550a985	10.1016/j.jacc.2004.05.055	15312864
ec0d11385e3d3fab4f81e9db93a9d3fbeef12b9b	10.1093/heapol/czh031	15310661
15b72b3b13583503641000c6c2909e719324d84f	10.1016/j.amjmed.2004.03.018	15300966
86dd47c3652654b87074bcd4e0c79737e124f678	10.1258/1357633041424458	15273027
0ff683b53fe1d78be62e28871c9e551afe720cd2		15167329
7948f3db2ac6a6cca93657dd40ac2f8443956516		15113523
720c5185f65bf3c07daf1d4c739ecb45358b23be	10.1186/1741-7015-9-58	21592322
03f38952df3aa20a9b42d6158cfaba869042cbf3	10.1001/archinte.1995.00430110051006	7763120
89be2a39181518d3e6c865e80cdf1fa137ad14d1	10.1093/intqhc/12.2.133	10830670
aa57795a22c9d2c1fc2884a8f6a6ddedf8488ba5	10.1002/14651858.CD002215	10908531
3abbbf6cfbe66b9305a869a4dcc73e7758b327d6	10.1002/14651858.CD001271.pub2	15846614
4ed134b82ed1c5c6e02c8ea504c58a0786924d59	10.1258/135581906778476544	17018199
1874df9167e5e63dc34641cc05df1a2017101bcd		11482415
50abe2e875a214d03d242f9332f5202f52097853	10.1001/jama.289.23.3145	12813120
16308a79220b7b00b48c88662972e277251dcb51	10.1001/archinte.163.12.1409	12824090
27e35d6800c30ef5e8e06ecfdc9a2e4c6a566cc7	10.1197/jamia.M2667	18579832
ca4cf9f52def3ccea5ac08f239fda565bbcca62e		18713524
d5251318d5ccd1c48ae490a06c9613147b3318ac	10.1016/S1386-5056%2898%2900087-2	9726529
240ed1e4a5b5c4af87e04e69bf5c11d09ec4b0b1		16702590
3604f234794e2289d377509431185bf075b4c935	10.1197/jamia.M2238	17460137
34f85d0d958628733acaa46ba9cb95a143402367	10.1016/j.ijmedinf.2007.10.001	18023611
3a9694c0c77659bac1a5136120ef0a562f476ddc	10.1016/j.ijmedinf.2006.02.004	16567121
35572d2c6f5ed90d4f2ffd312e7b4ec9dc92d75e	10.1002/pds.1831	19725020
a25316dacca8907317d33d517acb4764ba021763	10.1186/1748-5908-4-82	20042070
27e6ec6e89399c0f52436a3e8eb54fad9c80464c	10.3122/jabfm.2009.05.080259	19734402
02753d1f83c0bd5e420f27dffb68583a82fc98cd		19875852
f301e9167c75225d90bb666bdbfd500fb1a1d25d	10.1016/j.ijmedinf.2009.01.002	19261544
5e3d263a7d7274bbaafa48c5b0817f5602e66580	10.1136/jech.52.8.520	9876364
fe25478f16d72d58b13a2f7411827290dfeae96d	10.1197/jamia.M2419	19390113
90d95475e2a136f737d66e8330cfbd8a82972d2b	10.1258/135581907782101543	17925077
58e2bdb01913b68220996f1651b1ec71a9a3b9d9	10.1197/jamia.M3050	19567798
aceec6e322ec14ca6a091aa87bbb864b8340d6ce	10.1016/j.jcrc.2004.08.006	15648045
f5108dccf3247effb2be3d7cd90e55f0c11b80ef	10.1197/jamia.M2910	19390110
082c0e1c0d2ca55ee77b0fea7c841037d37acb44	10.1111/j.1365-2753.2008.01065.x	19522722
ae2aa009adbb6e0be82fc3a7ed8949b5ee7582d7	10.1111/j.1475-6773.2007.00751.x	18211517
6b59ad776edab74c1a3a2cec84caef5ba22b04d2		10094063
82d31934ff5966d6bc30d25f4240a6e1e1208cd0	10.1080/14639230701447701	17701828
